,bearish,bullish,date,title,yqdopen,yqdclose7d,yqdclose30d,yqdclose6m,dayreturn7d,dayreturn30d,dayreturn6m,indreturn7d,indreturn30d,indreturn6m,enddate
230,"['GRPN', 'SYT', 'PSG', 'CHK']","['CSCO', 'PEG', 'CVRR', 'STI', 'ED']",12/18/15,Cisco Is Inexpensive - Cramer's Lightning Round (12/17/15),"[['2015-12-18', '24.511330'], ['2015-12-18', '35.068138'], ['2015-12-18', '19.219999'], ['2015-12-18', '40.538284'], ['2015-12-18', '59.440742']]","[['2015-12-29', '25.910912'], ['2015-12-29', '36.537109'], ['2015-12-29', '19.040001'], ['2015-12-29', '42.094860'], ['2015-12-29', '61.178230']]","[['2016-01-26', '22.304501'], ['2016-01-26', '36.845871'], ['2016-01-26', '16.090000'], ['2016-01-26', '33.648987'], ['2016-01-26', '63.854885']]","[['2016-06-17', '27.471357'], ['2016-06-17', '42.701756'], ['2016-06-17', '8.480000'], ['2016-06-17', '40.147041'], ['2016-06-17', '74.459618']]",0.033463863,-0.033752656,0.081001237,"[0.05709939036355835, 0.041889050396687826, -0.009365140965928312, 0.03839767859932107, 0.029230590694846962]","[-0.09003301738420569, 0.05069368097045828, -0.16285115311400386, -0.16994545205712208, 0.07426123651013648]","[0.12076158250082718, 0.2176795927973138, -0.5587929010818367, -0.009651197865208004, 0.2526697260946037]",6/18/16
231,"['ZIOP', 'CELG', 'BIIB', 'AMGN', 'COP', 'KMI']","['BOX', 'HSIC']",12/17/15,Box Has Value At $13 - Cramer's Lightning Round (12/16/15),"[['2015-12-17', '13.960000'], ['2015-12-17', '77.599998']]","[['2015-12-28', '14.380000'], ['2015-12-28', '79.245003']]","[['2016-01-25', '9.730000'], ['2016-01-25', '72.349998']]","[['2016-06-17', '11.280000'], ['2016-06-17', '86.449997']]",0.022553572,-0.103538665,0.067387496,"[0.03008595988538681, 0.021198518587590656]","[-0.3030085959885387, -0.06765464091893404]","[-0.19197707736389694, 0.11404638180531908]",6/17/16
232,"['WYNN', 'MGM', 'NUE', 'F', 'CVE', 'TEVA', 'AGN']","['ORCL', 'ACN', 'CRM', 'EPD']",12/16/15,Metals Are A Weak Place To Be - Cramer's Lightning Round (12/15/15),"[['2015-12-16', '37.711624'], ['2015-12-16', '104.805916'], ['2015-12-16', '78.889999'], ['2015-12-16', '21.129387']]","[['2015-12-24', '35.870140'], ['2015-12-24', '100.145950'], ['2015-12-24', '77.830002'], ['2015-12-24', '23.352110']]","[['2016-01-22', '33.867275'], ['2016-01-22', '98.233925'], ['2016-01-22', '71.550003'], ['2016-01-22', '19.419600']]","[['2016-06-16', '37.744526'], ['2016-06-16', '114.768280'], ['2016-06-16', '81.639999'], ['2016-06-16', '25.754934']]",-0.022012005,-0.080260451,0.071621313,"[-0.04883067353450494, -0.04446281448463269, -0.013436392615495023, 0.10519581093384292]","[-0.10194069075359898, -0.06270629799180417, -0.09304089356117243, -0.08091985820506777]","[0.000872463089895041, 0.09505535927952777, 0.03485866440434357, 0.2189153428824034]",6/16/16
233,"['PBY', 'HAIN', 'HTZ', 'VLO']","['KEY', 'EFX']",12/15/15,Hain Celestial Needs A Good Quarter - Cramer's Lightning Round (12/14/15),"[['2015-12-15', '12.602893'], ['2015-12-15', '107.112862']]","[['2015-12-23', '12.804463'], ['2015-12-23', '110.691795']]","[['2016-01-21', '10.721579'], ['2016-01-21', '100.621765']]","[['2016-06-15', '11.345393'], ['2016-06-15', '119.901016']]",0.031578993,-0.069935749,0.09631693,"[0.015993946786662414, 0.0334127287159967]","[-0.14927636059434923, -0.06060053740324864]","[-0.09977867780040664, 0.11938952765541817]",6/15/16
234,['FCAU'],"['HPY', 'AAPL', 'ADI', 'RGC', 'NAT']",12/14/15,Auto Stocks Are Too Risky - Cramer's Lightning Round (12/11/15),"[['2015-12-14', '108.679771'], ['2015-12-14', '54.360954'], ['2015-12-14', '17.111206'], ['2015-12-14', '12.463044']]","[['2015-12-22', '103.607155'], ['2015-12-22', '53.595573'], ['2015-12-22', '16.833578'], ['2015-12-22', '11.973159']]","[['2016-01-20', '93.519867'], ['2016-01-20', '48.391006'], ['2016-01-20', '16.306084'], ['2016-01-20', '11.159448']]","[['2016-06-14', '95.254646'], ['2016-06-14', '55.449436'], ['2016-06-14', '18.667515'], ['2016-06-14', '12.933331']]",-0.034293855,-0.120647785,-0.053526716,"[-0.04667488671833875, -0.014079609419658048, -0.01622492301243992, -0.039307010390077994]","[-0.13949149745632053, -0.10982051565908874, -0.0470523234890633, -0.10459691869819289]","[-0.12352919845589302, 0.02002323211619868, 0.09095261900300905, 0.037734521357703686]",6/14/16
235,"['HAS', 'MAT', 'MPLX', 'KMI', 'DDD', 'FDX', 'UPS']","['LRCX', 'GWPH', 'AMAT', 'RTN']",12/9/15,Raytheon Is One Of The Best Military Plays - Cramer's Lightning Round (12/8/15),"[['2015-12-09', '76.418358'], ['2015-12-09', '82.470001'], ['2015-12-09', '18.582476'], ['2015-12-09', '120.989342']]","[['2015-12-17', '76.789131'], ['2015-12-17', '68.690002'], ['2015-12-17', '17.635284'], ['2015-12-17', '122.255333']]","[['2016-01-14', '70.203033'], ['2016-01-14', '56.580002'], ['2016-01-14', '16.414679'], ['2016-01-14', '117.188828']]","[['2016-06-09', '82.226959'], ['2016-06-09', '89.449997'], ['2016-06-09', '24.079834'], ['2016-06-09', '132.518417']]",-0.043859878,-0.127566885,0.099896175,"[0.004851883888947205, -0.16709104926529575, -0.05097232467836908, 0.010463657203789072]","[-0.08133287815474906, -0.3139323231001294, -0.11665813533137351, -0.031411973461265646]","[0.07601054448199471, 0.08463678810916954, 0.2958356033932185, 0.095290004965892]",6/9/16
236,"['TRN', 'XRX', 'AEO', 'LB', 'SWN', 'CHK']","['ACE', 'JBLU', 'D', 'THG']",12/8/15,Airline Stocks Are Going Higher - Cramer's Lightning Round (12/7/15),"[['2015-12-08', '26.100000'], ['2015-12-08', '61.638428'], ['2015-12-08', '80.641991']]","[['2015-12-16', '23.180000'], ['2015-12-16', '63.190845'], ['2015-12-16', '78.473686']]","[['2016-01-13', '19.990000'], ['2016-01-13', '64.546867'], ['2016-01-13', '74.041389']]","[['2016-06-08', '18.350000'], ['2016-06-08', '69.585960'], ['2016-06-08', '83.020294']]",-0.020999401,-0.058214388,0.015297711,"[-0.11187739463601538, 0.025185862949003268, -0.026888039011834463]","[-0.23409961685823766, 0.047185483056122204, -0.08185068248128954]","[-0.29693486590038315, 0.12893794111686305, 0.029492116582290267]",6/8/16
237,"['CVX', 'GERN', 'BIIB', 'CELG', 'RDS.A', 'RDS.A', 'FTR', 'VZ', 'T']",['NVDA'],12/7/15,Tired Of The Oil Stocks - Cramer's Lightning Round (12/4/15),"[['2015-12-07', '32.690166']]","[['2015-12-15', '32.551941']]","[['2016-01-12', '29.797318']]","[['2016-06-07', '46.028404']]",-0.004228336,-0.088492913,0.408019892,[-0.004228335824296472],[-0.0884929125168712],[0.40801989197607635],6/7/16
238,"['CVRR', 'MDU', 'CLMT', 'CNX', 'LNG', 'CQP']","['SIRI', 'TSLA', 'NKE']",12/3/15,Wait Before Buying Nike - Cramer's Lightning Round (12/2/15),"[['2015-12-03', '4.026199'], ['2015-12-03', '232.710007'], ['2015-12-03', '63.013981']]","[['2015-12-11', '3.976616'], ['2015-12-11', '217.020004'], ['2015-12-11', '61.782272']]","[['2016-01-08', '3.778280'], ['2016-01-08', '211.000000'], ['2016-01-08', '57.599533']]","[['2016-06-03', '3.966698'], ['2016-06-03', '218.990005'], ['2016-06-03', '52.584496']]",-0.05661813,-0.091317287,-0.08076388,"[-0.01231508924422269, -0.06742298366223672, -0.019546598714339315]","[-0.061576439713983334, -0.0932921075456802, -0.0859245506167909]","[-0.014778454815571716, -0.05895750757293387, -0.1655106507236862]",6/3/16
239,"['MPW', 'VTR', 'DEPO', 'HZNP', 'MTCH', 'NSC']","['ATVI', 'PSTG', 'PX', 'NAT', 'FRO']",12/2/15,Activision Blizzard Is Going Higher - Cramer's Lightning Round (12/1/15),"[['2015-12-02', '37.838531'], ['2015-12-02', '13.920000'], ['2015-12-02', '104.835060'], ['2015-12-02', '12.130917'], ['2015-12-02', '59.925907']]","[['2015-12-10', '37.838531'], ['2015-12-10', '17.690001'], ['2015-12-10', '102.000137'], ['2015-12-10', '12.429831'], ['2015-12-10', '60.329449']]","[['2016-01-07', '35.758301'], ['2016-01-07', '14.050000'], ['2016-01-07', '93.500122'], ['2016-01-07', '12.230555'], ['2016-01-07', '48.217072']]","[['2016-06-02', '38.454563'], ['2016-06-02', '11.690000'], ['2016-06-02', '106.476753'], ['2016-06-02', '13.197637'], ['2016-06-02', '7.691310']]",0.007161736,-0.108875223,-0.223660875,"[0.0, 0.2708334051724137, -0.027041745385560933, 0.02464067638085397, 0.006734015723783613]","[-0.05497650001264584, 0.009339080459770171, -0.10812163411744119, 0.008213558793618039, -0.1953885320417428]","[0.016280547466285013, -0.16020114942528738, 0.015659770691217267, 0.08793399542672661, -0.8716530064367654]",6/2/16
240,"['MU', 'INTC', 'NXPI', 'SWKS', 'TXN']","['VRTX', 'KR', 'FEYE', 'ETN', 'ARRS']",12/1/15,Aspiring To Be Like Kroger - Cramer's Lightning Round (11/30/15),"[['2015-12-01', '130.360001'], ['2015-12-01', '37.212898'], ['2015-12-01', '22.680000'], ['2015-12-01', '54.967297'], ['2015-12-01', '31.110001']]","[['2015-12-09', '120.629997'], ['2015-12-09', '40.184090'], ['2015-12-09', '21.760000'], ['2015-12-09', '49.531689'], ['2015-12-09', '31.510000']]","[['2016-01-06', '122.230003'], ['2016-01-06', '40.963417'], ['2016-01-06', '20.530001'], ['2016-01-06', '47.885963'], ['2016-01-06', '29.110001']]","[['2016-06-01', '93.900002'], ['2016-06-01', '35.686939'], ['2016-06-01', '16.200001'], ['2016-06-01', '59.084682'], ['2016-06-01', '24.510000']]",-0.046011696,-0.056493326,-0.169900262,"[-0.07463949006873671, 0.07984306946478596, -0.04056437389770715, -0.09888803518935999, 0.012857569499917442]","[-0.06236574054644273, 0.10078545884816595, -0.09479713403880076, -0.12882812847792033, -0.06428800821960758]","[-0.2796870107418917, -0.04100618554351774, -0.2857142416225749, 0.074906084612456, -0.21215045926870907]",6/1/16
241,"['WYNN', 'MGM', 'PAH', 'MTDR', 'OXY', 'EXPR', 'LB', 'ETP']","['RAD', 'WBA']",11/25/15,Can't Go Wrong With Rite-Aid - Cramer's Lightning Round (11/24/15),"[['2015-11-25', '7.910000'], ['2015-11-25', '80.750397']]","[['2015-12-04', '7.900000'], ['2015-12-04', '81.931633']]","[['2015-12-31', '7.840000'], ['2015-12-31', '82.454468']]","[['2016-05-25', '7.660000'], ['2016-05-25', '75.863808']]",0.013210363,0.018430675,-0.057935552,"[-0.0012642225031605293, 0.014628237679128665]","[-0.00884955752212393, 0.021102942688938097]","[-0.0316055625790139, -0.06051473654055224]",5/25/16
242,"['RDS.A', 'RDS.B', 'MOH', 'NMBL']","['CFMS', 'CSIQ', 'GE', 'DMND', 'SYF', 'T', 'LNCE', 'UTX']",11/24/15,Prepare For The Food Colossus - Cramer's Lightning Round (11/23/15),"[['2015-11-24', '21.040001'], ['2015-11-24', '21.850000'], ['2015-11-24', '28.743950'], ['2015-11-24', '30.645557'], ['2015-11-24', '30.261444'], ['2015-11-24', '36.836899'], ['2015-11-24', '93.197174']]","[['2015-12-03', '20.809999'], ['2015-12-03', '24.150000'], ['2015-12-03', '28.153324'], ['2015-12-03', '30.401100'], ['2015-12-03', '29.998615'], ['2015-12-03', '35.045403'], ['2015-12-03', '90.650902']]","[['2015-12-30', '17.000000'], ['2015-12-30', '28.639999'], ['2015-12-30', '29.327307'], ['2015-12-30', '29.755724'], ['2015-12-30', '31.484951'], ['2015-12-30', '33.699368'], ['2015-12-30', '92.756844']]","[['2016-05-24', '6.920000'], ['2016-05-24', '19.139999'], ['2016-05-24', '28.419592'], ['2016-05-24', '29.628605'], ['2016-05-24', '35.822414'], ['2016-05-24', '29.952629'], ['2016-05-24', '96.990952']]",-0.012817982,0.000339591,-0.059795611,"[-0.010931653472830108, 0.10526315789473671, -0.020547837023095306, -0.007976914891773728, -0.008685276221451956, -0.04863319249538356, -0.02732134345618679]","[-0.19201524752779242, 0.3107551029748283, 0.020294949024055476, -0.029036280854676567, 0.04043121669937488, -0.08517359183790152, -0.004724714077703719]","[-0.6711026772289602, -0.12402750572082388, -0.011284392019885929, -0.033184320976773235, 0.1837641984301873, -0.18688516641968153, 0.040707006845507876]",5/24/16
243,"['VLP', 'RACE', 'FCAU', 'SGEN', 'BP', 'OXY', 'NRG', 'AEP']","['HSBC', 'ATVI', 'XOM']",11/20/15,Buy Exxon In The Mid $70s - Cramer's Lightning Round (11/19/15),"[['2015-11-20', '34.711178'], ['2015-11-20', '36.980804'], ['2015-11-20', '74.928841']]","[['2015-12-01', '35.003944'], ['2015-12-01', '38.025852'], ['2015-12-01', '76.900894']]","[['2015-12-28', '34.470058'], ['2015-12-28', '38.479359'], ['2015-12-28', '73.942802']]","[['2016-05-20', '28.595560'], ['2016-05-20', '37.301620'], ['2016-05-20', '85.752190']]",0.022574331,0.001851006,0.034296268,"[0.008434343542014056, 0.028259201719897743, 0.026319011126836836]","[-0.006946465487284677, 0.040522510002757195, -0.013159672388366518]","[-0.1761858384639092, 0.008675203492060385, 0.14444837068813052]",5/20/16
244,"['SAVE', 'DAL', 'LUV', 'ETP', 'LSTR']","['BRK.B', 'SYF', 'BRK.A', 'GE']",11/12/15,Buy Berkshire Hathaway For The Long Term - Cramer's Lightning Round (11/11/15),"[['2015-11-12', '30.107750'], ['2015-11-12', '28.275196']]","[['2015-11-20', '30.655340'], ['2015-11-20', '28.743950']]","[['2015-12-17', '29.345032'], ['2015-12-17', '28.855047']]","[['2016-05-12', '28.768105'], ['2016-05-12', '28.648090']]",0.017408234,-0.003132199,-0.016558791,"[0.01818767593061586, 0.016578275885337824]","[-0.02533294583620495, 0.02050740868427571]","[-0.044495022045818795, 0.013188025292556724]",5/12/16
245,"['MRK', 'CHL', 'DYAX', 'GWPH', 'BIDU']","['JNJ', 'GS', 'EW', 'NOC', 'UL', 'ABMD', 'SYK', 'LMT']",11/11/15,Goldman Sachs Will Hit $210 - Cramer's Lightning Round (11/10/15),"[['2015-11-11', '96.431992'], ['2015-11-11', '191.896927'], ['2015-11-11', '78.699997'], ['2015-11-11', '176.021286'], ['2015-11-11', '41.069469'], ['2015-11-11', '79.730003'], ['2015-11-11', '95.027061'], ['2015-11-11', '203.682526']]","[['2015-11-19', '97.028419'], ['2015-11-19', '187.658249'], ['2015-11-19', '77.964996'], ['2015-11-19', '182.376266'], ['2015-11-19', '41.154694'], ['2015-11-19', '78.190002'], ['2015-11-19', '92.866249'], ['2015-11-19', '212.100266']]","[['2015-12-16', '100.375870'], ['2015-12-16', '181.647949'], ['2015-12-16', '81.570000'], ['2015-12-16', '184.605270'], ['2015-12-16', '41.003178'], ['2015-12-16', '86.540001'], ['2015-12-16', '91.425705'], ['2015-12-16', '207.461578']]","[['2016-05-11', '109.863998'], ['2016-05-11', '156.189972'], ['2016-05-11', '105.080002'], ['2016-05-11', '209.390640'], ['2016-05-11', '43.798714'], ['2016-05-11', '96.099998'], ['2016-05-11', '109.343971'], ['2016-05-11', '232.411499']]",0.007043597,0.012539789,0.103494441,"[0.0061849494926953874, -0.022088305770524366, -0.009339276086630561, 0.036103474440017345, 0.0020751424860156148, -0.019315200577629348, -0.02273891223469499, 0.041327747476973105]","[0.040898024796584234, -0.05340876563385506, 0.03646763798478921, 0.04876673835913224, -0.0016141187508414013, 0.08541324148702224, -0.03789821512000681, 0.018553638715183684]","[0.1392899360618829, -0.18607361544669235, 0.3351970267546516, 0.18957567438747144, 0.06645435323256794, 0.20531787763760656, 0.15066139949335056, 0.14104780397313021]",5/11/16
246,"['TOO', 'NAT', 'PRTY', 'CHK', 'CRI', 'KMB', 'EROS']","['AAL', 'CELG', 'DAL', 'LUV']",11/10/15,Buy Celgene Below $110 - Cramer's Lightning Round (11/9/15),"[['2015-11-10', '43.717297'], ['2015-11-10', '113.769997'], ['2015-11-10', '48.765457'], ['2015-11-10', '45.690731']]","[['2015-11-18', '41.024883'], ['2015-11-18', '115.779999'], ['2015-11-18', '46.293255'], ['2015-11-18', '45.543224']]","[['2015-12-15', '41.860119'], ['2015-12-15', '113.139999'], ['2015-12-15', '49.589527'], ['2015-12-15', '43.553707']]","[['2016-05-10', '33.370216'], ['2016-05-10', '103.250000'], ['2016-05-10', '41.906330'], ['2016-05-10', '42.279945']]",-0.013106594,-0.015083264,-0.123587206,"[-0.061586927480900736, 0.0176672413905399, -0.05069576196117666, -0.003228379077585723]","[-0.04248153768518682, -0.005537470480903682, 0.016898642003908608, -0.04677149945357619]","[-0.23668162741168564, -0.09246723457327685, -0.14065544387290374, -0.07464940755708202]",5/10/16
247,"['IRDM', 'AGNC', 'GBX']","['BOOT', 'NAT', 'AA']",11/6/15,Buy Nordic American Tanker - Cramer's Lightning Round (11/5/15),"[['2015-11-06', '15.790000'], ['2015-11-06', '12.570985'], ['2015-11-06', '21.538557']]","[['2015-11-16', '9.870000'], ['2015-11-16', '12.786867'], ['2015-11-16', '19.642975']]","[['2015-12-11', '12.370000'], ['2015-12-11', '11.856914'], ['2015-12-11', '20.993576']]","[['2016-05-06', '7.650000'], ['2016-05-06', '13.096803'], ['2016-05-06', '23.961855']]",-0.152299995,-0.093769438,-0.104026686,"[-0.37492083597213427, 0.017173037753207134, -0.08800877421825432]","[-0.21659278024065864, -0.05680310651870164, -0.02530257714107774]","[-0.5155161494616846, 0.0418279076778788, 0.11250976562636016]",5/6/16
248,['NLY'],"['HALO', 'SBGI', 'RAD', 'OKE', 'ABBV', 'MSFT', 'WBA']",11/5/15,Sinclair Broadcast Group Is A Gem - Cramer's Lightning Round (11/4/15),"[['2015-11-05', '17.770000'], ['2015-11-05', '31.984774'], ['2015-11-05', '7.830000'], ['2015-11-05', '28.221064'], ['2015-11-05', '58.306187'], ['2015-11-05', '51.683304'], ['2015-11-05', '82.853203']]","[['2015-11-13', '15.410000'], ['2015-11-13', '31.620989'], ['2015-11-13', '7.600000'], ['2015-11-13', '25.630159'], ['2015-11-13', '55.603119'], ['2015-11-13', '50.219673'], ['2015-11-13', '76.654770']]","[['2015-12-10', '16.420000'], ['2015-12-10', '31.710232'], ['2015-12-10', '7.880000'], ['2015-12-10', '20.061516'], ['2015-12-10', '51.813267'], ['2015-12-10', '52.883236'], ['2015-12-10', '80.769753']]","[['2016-05-05', '9.630000'], ['2016-05-05', '31.054398'], ['2016-05-05', '8.000000'], ['2016-05-05', '36.613983'], ['2016-05-05', '59.077221'], ['2016-05-05', '48.126480'], ['2016-05-05', '79.242126']]",-0.057096378,-0.061405412,-0.024777895,"[-0.13280810354530104, -0.011373692995298326, -0.029374201787994946, -0.09180748819392491, -0.04635988287143527, -0.028319222780339267, -0.07481223145953687]","[-0.0759707371975238, -0.00858352164689362, 0.006385696040868432, -0.2891297082207814, -0.11135902267112747, 0.023217014144451695, -0.025146281912601487]","[-0.458075407990996, -0.029088090477050188, 0.021711366538952736, 0.297399098772463, 0.013223879654486756, -0.06881959404143355, -0.04358403621402536]",5/5/16
249,"['BBY', 'GME', 'LL', 'HD', 'NYCB', 'BAC', 'JCP']","['BMY', 'DAL', 'LUV']",11/4/15,Bristol-Myers Squibb Is A Buy - Cramer's Lightning Round (11/3/15),"[['2015-11-04', '62.394238'], ['2015-11-04', '49.114471'], ['2015-11-04', '45.867760']]","[['2015-11-12', '60.587643'], ['2015-11-12', '48.455223'], ['2015-11-12', '45.916931']]","[['2015-12-09', '65.189720'], ['2015-12-09', '47.999557'], ['2015-12-09', '43.829498']]","[['2016-05-04', '68.072281'], ['2016-05-04', '40.293457'], ['2016-05-04', '41.105774']]",-0.015355993,-0.002272856,-0.050229599,"[-0.028954516601356707, -0.013422683510120778, 0.0010720165972788118]","[0.04480352817194422, -0.022700315758261935, -0.044437792471225895]","[0.0910026820104767, -0.17960112000391912, -0.10381989440949374]",5/4/16
250,"['AMBA', 'INTC', 'TXN', 'MBLY', 'APC', 'LNG', 'MDR', 'KO', 'PEP', 'OZM', 'BAC']",['HAWK'],11/3/15,Mobileye Is Expensive - Cramer's Lightning Round (11/2/15),"[['2015-11-03', '44.240002']]","[['2015-11-11', '45.080002']]","[['2015-12-08', '47.330002']]","[['2016-05-03', '31.990000']]",0.018987341,0.06984629,-0.276898767,[0.018987340913773094],[0.06984628978995082],[-0.2768987668671443],5/3/16
251,"['HZNP', 'VRX', 'X', 'RICE']","['AYI', 'Q', 'RRD']",11/2/15,Horizon Pharma Is Down On Guilt By Association - Cramer's Lightning Round (10/30/15),"[['2015-11-02', '217.818100'], ['2015-11-02', '66.050003'], ['2015-11-02', '15.415482']]","[['2015-11-10', '211.161194'], ['2015-11-10', '67.260002'], ['2015-11-10', '14.882046']]","[['2015-12-07', '226.505005'], ['2015-12-07', '67.410004'], ['2015-12-07', '13.889301']]","[['2016-05-02', '244.255264'], ['2016-05-02', '69.099998'], ['2016-05-02', '16.354008']]",-0.019982195,0.028470405,0.101661723,"[-0.030561766905505064, 0.018319438986247983, -0.034603913130967945]","[0.03988146531440695, 0.02059047597620846, -0.09900313204608205]","[0.1213726682952428, 0.04617706073382003, 0.06088204053561215]",5/2/16
252,"['VG', 'VZ', 'TMUS', 'RAX', 'WTW', 'WWD', 'BA', 'HON', 'AA', 'FTNT', 'PANW']","['IRWD', 'PAY', 'SWIR', 'NVAX']",10/30/15,Investors Should Stick To VeriFone Systems - Cramer's Lightning Round (10/29/15),"[['2015-10-30', '11.360000'], ['2015-10-30', '30.139999'], ['2015-10-30', '24.920000'], ['2015-10-30', '6.750000']]","[['2015-11-09', '11.350000'], ['2015-11-09', '30.270000'], ['2015-11-09', '17.690001'], ['2015-11-09', '7.500000']]","[['2015-12-04', '11.970000'], ['2015-12-04', '28.180000'], ['2015-12-04', '17.350000'], ['2015-12-04', '8.720000']]","[['2016-04-29', '10.450000'], ['2016-04-29', '28.459999'], ['2016-04-29', '16.129999'], ['2016-04-29', '5.240000']]",-0.086920843,-0.094984271,-0.176165111,"[-0.0008802816901408263, 0.004313238364739164, -0.29012837078651693, 0.1111111111111111]","[0.05369718309859166, -0.0650298296293905, -0.3037720706260032, 0.291851851851852]","[-0.08010563380281692, -0.0557398824067645, -0.352728772070626, -0.22370370370370368]",4/30/16
